"M_range","Site","Plot","Z","Type","Essence","Diameter","Position","Contact","Sap_max","P_Bux","X","Y"
"Massif_central","M4","M4",1519,"Bois mort au sol","Feuillus",20,"Autre","Partiel","4","0",683082.847473924,6442308.34049495
"Massif_central","M4","M4",1521.4,"Bois mort au sol","Résineux",69,"Axe de pente","Partiel","5","1",683086.701615404,6442307.77468773
"Massif_central","M4","M4",1505.714286,"Bois mort au sol","Résineux",74,"Autre","Partiel","5","1",683085.367567885,6442309.11107439
"Massif_central","M4","M4",1475.428571,"Souche","Résineux",62,NA,NA,"4","0",683120.573208036,6442205.17148846
"Massif_central","M4","M4",1460.666667,"Souche","Résineux",86,NA,NA,"3","0",683122.64474124,6442214.60621176
"Massif_central","M4","M4",1461.952381,"Bois mort au sol","Résineux",23,"Axe de pente","Total","4","0",683125.650569058,6442220.37332095
"Massif_central","M4","M4",1462.761905,"Souche","Résineux",100,NA,NA,"5","0",683134.084646316,6442225.68144266
"Massif_central","M4","M4",1450.571429,"Bois mort au sol","Résineux",14,"Axe de pente","Partiel","4","0",683145.269768641,6442229.87148307
"Massif_central","M4","M4",1451.047619,"Bois mort au sol","Résineux",40,"Axe de pente","Partiel","4","0",683144.55946952,6442229.09596932
"Massif_central","M4","M4",1451,"Bois mort au sol","Résineux",30,"Autre","Total","3","0",683149.252424721,6442218.64332363
"Massif_central","M4","M4",1453.095238,"Bois mort au sol","Feuillus",27,"Autre","Partiel","3","0",683145.313810239,6442217.0991252
"Massif_central","M4","M4",1443.809524,"Bois mort au sol","Résineux",27,"Perpandiculaire","Partiel","4","0",683140.034183235,6442214.33687553
"Massif_central","M4","M4",1446,"Bois mort au sol","Résineux",16,"Perpandiculaire","Partiel","4","0",683137.43386268,6442213.01117666
"Massif_central","M4","M4",1450.809524,"Bois mort au sol","Résineux",58,"Axe de pente","Absent","4","0",683140.678754854,6442219.88827375
"Massif_central","M4","M4",1450,"Souche","Résineux",100,NA,NA,"4","0",683137.487212587,6442232.66917282
"Massif_central","M4","M4",1452,"Bois mort au sol","Résineux",29,"Axe de pente","Total","4","0",683145.34785389,6442229.64914537
"Massif_central","M4","M4",1451.333333,"Bois mort au sol","Résineux",12,"Autre","Partiel","2","0",683146.033750904,6442221.42862711
"Massif_central","M4","M4",1447.809524,"Bois mort au sol","Résineux",58,"Axe de pente","Total","4","1",683152.327277061,6442220.85624424
"Massif_central","M4","M4",1440,"Bois mort au sol","Résineux",28,"Axe de pente","Partiel","3","0",683151.627819513,6442224.0789662
"Massif_central","M4","M4",1436.952381,"Souche","Résineux",78,NA,NA,"4","0",683147.601484265,6442219.20311592
"Massif_central","M4","M4",1433.047619,"Bois mort au sol","Résineux",23,"Axe de pente","Partiel","2","0",683153.587488048,6442221.29707907
"Massif_central","M4","M4",1438.190476,"Bois mort au sol","Résineux",25,"Perpandiculaire","Partiel","5","0",683161.882824925,6442233.49151689
"Massif_central","M4","M4",1417,"Souche","Résineux",90,NA,NA,"5","1",683162.853562266,6442243.26242483
"Massif_central","M4","M4",1414.333333,"Souche","Résineux",75,NA,NA,"5","0",683168.8347241,6442243.57940861
"Massif_central","M4","M4",1421.190476,"Bois mort au sol","Résineux",31,"Axe de pente","Total","4","1",683168.646661663,6442232.25149839
"Massif_central","M4","M4",1437.619048,"Bois mort au sol","Résineux",26,"Axe de pente","Partiel","3","0",683172.196634679,6442235.57377108
"Massif_central","M4","M4",1432.714286,"Bois mort au sol","Résineux",20,"Autre","Total","4","0",683180.64989247,6442247.98993157
"Massif_central","M4","M4",1444,"Bois mort au sol","Résineux",38,"Axe de pente","Absent","2","0",683173.104609028,6442251.23118607
"Massif_central","M4","M4",1449.571429,"Bois mort au sol","Résineux",40,"Perpandiculaire","Total","5","0",683184.001660878,6442265.30667679
"Massif_central","M4","M4",1456.142857,"Souche","Résineux",65,NA,NA,"5","0",683188.394028426,6442260.07483297
"Massif_central","M4","M4",1451,"Souche","Feuillus",55,NA,NA,"5","0",683186.047832337,6442265.41220224
"Massif_central","M4","M4",1460.333333,"Bois mort au sol","Résineux",30,"Autre","Total","4","0",683197.098896828,6442249.16711876
"Massif_central","M4","M4",1459.619048,"Souche","Résineux",100,NA,NA,"5","0",683192.13947831,6442248.40309204
"Massif_central","M4","M4",1454.238095,"Bois mort au sol","Résineux",24,"Perpandiculaire","Partiel","4","0",683198.71619403,6442265.26687034
"Massif_central","M4","M4",1465,"Bois mort au sol","Résineux",33,"Perpandiculaire","Partiel","5","0",683205.180564337,6442269.69191077
"Massif_central","M4","M4",1449,"Bois mort au sol","Feuillus",20,"Axe de pente","Total","2","0",683207.056151926,6442264.91113538
"Massif_central","M4","M4",1459,"Souche","Résineux",175,NA,NA,"4","0",683206.327853563,6442257.4718875
"Massif_central","M4","M4",1454.190476,"Bois mort au sol","Résineux",35,"Autre","Total","4","0",683225.241025158,6442267.8607124
"Massif_central","M4","M4",1458.285714,"Bois mort au sol","Feuillus",22,"Perpandiculaire","Total","2","0",683215.996724035,6442282.99023492
"Massif_central","M4","M4",1436,"Souche","Feuillus",95,NA,NA,"4","0",683237.159963514,6442281.60034784
"Massif_central","M4","M4",1437.52381,"Bois mort au sol","Résineux",82,"Axe de pente","Total","4","0",683237.463026607,6442277.26807619
"Massif_central","M4","M4",1467.238095,"Bois mort au sol","Résineux",31,"Axe de pente","Total","2","0",683223.157851628,6442283.19302061
"Massif_central","M4","M4",1462.142857,"Bois mort au sol","Résineux",28,"Perpandiculaire","Total","3","0",683217.248818203,6442280.43240552
"Massif_central","M4","M4",1464.857143,"Bois mort au sol","Résineux",50,"Axe de pente","Partiel","4","0",683225.528659705,6442286.96275893
"Massif_central","M4","M4",1471,"Bois mort au sol","Résineux",45,"Axe de pente","Total","4","0",683220.504084693,6442291.19671714
"Massif_central","M4","M4",1475.809524,"Bois mort au sol","Feuillus",34,"Axe de pente","Total","3","0",683224.264146522,6442314.06552519
"Massif_central","M4","M4",1463,"Bois mort au sol","Feuillus",20,"Axe de pente","Total","3","0",683228.51382927,6442314.27617845
"Massif_central","M4","M4",1472,"Bois mort au sol","Résineux",29,"Axe de pente","Total","3","0",683238.57434466,6442310.02863957
"Massif_central","M4","M4",1505.580645,"Bois mort au sol","Feuillus",38,"Autre","Partiel","3","0",683219.207003354,6442364.50174227
"Massif_central","M4","M4",1507,"Souche","Feuillus",55,NA,NA,"4","0",683232.205793396,6442370.2419195
"Massif_central","M4","M4",1513,"Bois mort au sol","Feuillus",31,"Axe de pente","Total","4","0",683233.451882394,6442365.46285202
"Massif_central","M4","M4",1503.064516,"Souche","Résineux",70,NA,NA,"4","0",683206.855088865,6442365.20149212
"Massif_central","M4","M4",1500.064516,"Souche","Résineux",80,NA,NA,"4","0",683208.271138111,6442365.08660209
"Massif_central","M4","M4",1510.129032,"Bois mort au sol","Résineux",43,"Autre","Partiel","3","0",683198.252778224,6442355.78440145
"Massif_central","M4","M4",1499.290323,"Souche","Résineux",89,NA,NA,"4","0",683195.790689971,6442376.44875995
"Massif_central","M4","M4",1494.516129,"Bois mort au sol","Résineux",35,"Autre","Total","4","0",683194.317867575,6442355.57291758
"Massif_central","M4","M4",1499.645161,"Souche","Résineux",65,NA,NA,"4","0",683188.742866977,6442359.91945274
"Massif_central","M4","M4",1502.83871,"Bois mort au sol","Résineux",44,"Autre","Absent","4","0",683192.555253165,6442373.01456135
"Massif_central","M4","M4",1489.290323,"Bois mort au sol","Résineux",69,"Perpandiculaire","Partiel","4","0",683182.952858323,6442372.0409781
"Massif_central","M4","M4",1491.258065,"Souche","Résineux",80,NA,NA,"4","0",683182.863951685,6442368.26508003
"Massif_central","M4","M4",1493.354839,"Bois mort au sol","Feuillus",22,"Axe de pente","Partiel","4","0",683193.600702088,6442381.34145097
"Massif_central","M4","M4",1482.419355,"Bois mort au sol","Résineux",19,"Autre","Total","4","0",683188.720975935,6442380.91040063
"Massif_central","M4","M4",1487.870968,"Souche","Résineux",64,NA,NA,"3","0",683190.609136557,6442380.79422918
"Massif_central","M4","M4",1481.096774,"Bois mort au sol","Résineux",23,"Autre","Total","4","0",683180.944602859,6442385.92927671
"Massif_central","M4","M4",1512.806452,"Bois mort au sol","Résineux",36,"Axe de pente","Partiel","4","0",683188.93990513,6442374.57922291
"Massif_central","M4","M4",1505.032258,"Bois mort au sol","Résineux",59,"Autre","Total","4","0",683180.346299093,6442368.38295787
"Massif_central","M4","M4",1494,"Bois mort au sol","Résineux",40,"Autre","Total","4","0",683158.874945174,6442372.10619516
"Massif_central","M4","M4",1496.032258,"Bois mort au sol","Résineux",100,"Autre","Total","4","0",683170.119520932,6442369.29915407
"Massif_central","M4","M4",1499,"Bois mort au sol","Résineux",62,"Axe de pente","Total","4","0",683173.942051917,6442357.07188151
"Massif_central","M4","M4",1506.870968,"Bois mort au sol","Résineux",48,"Axe de pente","Partiel","4","0",683146.411888409,6442331.82415283
"Massif_central","M4","M4",1489.677419,"Bois mort au sol","Résineux",80,"Axe de pente","Total","1","0",683131.275435299,6442321.31425194
"Massif_central","M4","M4",1490,"Bois mort au sol","Résineux",48,"Axe de pente","Partiel","1","0",683132.142495826,6442321.86721257
"Massif_central","M4","M4",1493.677419,"Bois mort au sol","Résineux",44,"Autre","Partiel","4","1",683127.079105979,6442311.77423505
"Massif_central","M4","M4",1506,"Bois mort au sol","Feuillus",11,"Perpandiculaire","Partiel","2","0",683126.588285623,6442304.88966679
"Massif_central","M4","M4",1494,"Bois mort au sol","Résineux",40,"Autre","Total","4","0",683116.367748246,6442308.13825576
"Massif_central","M4","M4",1505.032258,"Bois mort au sol","Résineux",12,"Axe de pente","Partiel","2","0",683125.826150394,6442313.99889614
"Massif_central","M4","M4",1504.903226,"Bois mort au sol","Résineux",60,"Autre","Absent","4","0",683114.556140886,6442307.47680124
"Massif_central","M4","M4",1497,"Bois mort au sol","Résineux",39,"Autre","Partiel","4","0",683122.032292805,6442307.78967711
"Massif_central","M4","M4",1494,"Bois mort au sol","Feuillus",42,"Axe de pente","Partiel","1","0",683102.555574779,6442292.73805685
"Massif_central","M4","M4",1489.903226,"Bois mort au sol","Feuillus",15,"Autre","Partiel","2","0",683099.660770967,6442298.85439104
"Massif_central","M4","M4",1499.193548,"Bois mort au sol","Feuillus",41,"Autre","Total","2","0",683102.317701532,6442292.0723262
"Massif_central","M4","M4",1498.419355,"Bois mort au sol","Résineux",78,"Axe de pente","Total","4","1",683104.103039727,6442283.07137388
"Massif_central","M4","M4",1498.233333,"Bois mort au sol","Résineux",43,"Perpandiculaire","Partiel","4","1",683116.270570892,6442272.37625734
"Massif_central","M4","M4",1489.9,"Bois mort au sol","Résineux",43,"Autre","Total","4","1",683117.839789485,6442270.70604947
"Massif_central","M4","M4",1492.225806,"Bois mort au sol","Résineux",15,"Axe de pente","Total","2","0",683108.715688806,6442272.06360229
"Massif_central","M4","M4",1505.387097,"Bois mort au sol","Résineux",75,"Axe de pente","Partiel","4","0",683107.768120325,6442270.84448612
"Massif_central","M4","M4",1492,"Bois mort au sol","Résineux",36,"Autre","Total","3","0",683102.673684044,6442278.29955489
"Massif_central","M4","M4",1490.933333,"Bois mort au sol","Résineux",80,"Axe de pente","Total","4","1",683114.325635203,6442251.61277397
"Massif_central","M4","M4",1478.419355,"Bois mort au sol","Indéterminé",24,"Axe de pente","Partiel","4","0",683114.541564089,6442273.15839639
"Massif_central","M4","M4",1478.064516,"Bois mort au sol","Résineux",44,"Axe de pente","Total","4","0",683124.580652072,6442261.02526249
"Massif_central","M4","M4",1479.633333,"Souche","Résineux",150,NA,NA,"4","0",683141.442355819,6442269.30920901
"Massif_central","M4","M4",1461.16129,"Bois mort au sol","Résineux",90,"Autre","Total","4","1",683141.061877408,6442274.08594738
"Massif_central","M4","M4",1460.516129,"Souche","Résineux",98,NA,NA,"4","0",683128.835523549,6442292.11132811
"Massif_central","M4","M4",1473.870968,"Bois mort au sol","Feuillus",40,"Axe de pente","Total","4","0",683119.329181403,6442297.57923152
"Massif_central","M4","M4",1477,"Bois mort au sol","Résineux",35,"Axe de pente","Total","4","0",683133.011663132,6442294.21018553
"Massif_central","M4","M4",1485.645161,"Bois mort au sol","Résineux",34,"Axe de pente","Absent","4","0",683146.770978401,6442319.16200632
"Massif_central","M4","M4",1471.483871,"Bois mort au sol","Feuillus",35,"Axe de pente","Partiel","2","0",683146.615111344,6442319.71774369
"Massif_central","M4","M4",1466,"Bois mort au sol","Résineux",63,"Perpandiculaire","Partiel","4","0",683151.185864206,6442322.25979443
"Massif_central","M4","M4",1471.516129,"Bois mort au sol","Résineux",29,"Autre","Partiel","4","0",683156.371654271,6442319.46916116
"Massif_central","M4","M4",1486,"Bois mort au sol","Résineux",60,"Axe de pente","Partiel","4","0",683147.964532389,6442324.04553735
"Massif_central","M4","M4",1482,"Bois mort au sol","Résineux",55,"Axe de pente","Total","5","0",683154.638440054,6442318.69641956
"Massif_central","M4","M4",1479,"Bois mort au sol","Résineux",80,"Axe de pente","Total","4","0",683168.97415525,6442324.09965228
"Massif_central","M4","M4",1474.645161,"Bois mort au sol","Indéterminé",34,"Autre","Total","4","0",683178.096087549,6442321.9647534
"Massif_central","M4","M4",1468.516129,"Bois mort au sol","Résineux",60,"Autre","Total","4","0",683172.390766203,6442336.30731859
"Massif_central","M4","M4",1476.354839,"Bois mort au sol","Résineux",17,"Axe de pente","Total","4","0",683180.781354011,6442325.62256008
"Massif_central","M4","M4",1464.83871,"Bois mort au sol","Résineux",14,"Autre","Total","4","0",683177.504783642,6442336.07134442
"Massif_central","M4","M4",1482.322581,"Bois mort au sol","Résineux",62,"Autre","Total","4","0",683181.937602986,6442316.73439698
"Massif_central","M4","M4",1473.129032,"Bois mort au sol","Résineux",45,"Autre","Partiel","4","0",683176.856647876,6442329.18719867
"Massif_central","M4","M4",1479.774194,"Bois mort au sol","Feuillus",35,"Autre","Partiel","2","0",683182.355386205,6442325.72936232
"Massif_central","M4","M4",1492.032258,"Bois mort au sol","Résineux",27,"Autre","Total","2","0",683181.487729443,6442324.95427049
"Massif_central","M4","M4",1492,"Bois mort au sol","Résineux",45,"Autre","Total","5","0",683182.673138602,6442326.83913141
"Massif_central","M4","M4",1496,"Bois mort au sol","Résineux",40,"Axe de pente","Total","4","0",683179.220551268,6442330.40249064
"Massif_central","M4","M4",1500,"Bois mort au sol","Résineux",60,"Perpandiculaire","Total","4","0",683178.929859292,6442339.28831062
"Massif_central","M4","M4",1487.870968,"Bois mort au sol","Résineux",15,"Autre","Total","4","1",683185.068300658,6442339.6048839
"Massif_central","M4","M4",1498,"Bois mort au sol","Résineux",25,"Autre","Partiel","4","0",683187.358621034,6442342.70844754
"Massif_central","M4","M4",1496.258065,"Bois mort au sol","Résineux",30,"Perpandiculaire","Total","4","0",683186.733037114,6442344.15395819
"Massif_central","M4","M4",1502,"Bois mort au sol","Résineux",20,"Axe de pente","Total","2","0",683186.48916401,6442341.26698245
"Massif_central","M4","M4",1502,"Bois mort au sol","Résineux",60,"Perpandiculaire","Partiel","4","0",683190.625889934,6442328.81674346
"Massif_central","M4","M4",1494,"Bois mort au sol","Feuillus",35,"Perpandiculaire","Absent","3","0",683190.722303921,6442335.36919446
"Massif_central","M4","M4",1480.774194,"Bois mort au sol","Résineux",14,"Axe de pente","Total","4","0",683208.127018376,6442340.87527798
"Massif_central","M4","M4",1491.16129,"Bois mort au sol","Résineux",40,"Perpandiculaire","Absent","4","0",683202.772140648,6442339.33487154
"Massif_central","M4","M4",1492.16129,"Bois mort au sol","Résineux",20,"Autre","Partiel","4","0",683204.503541785,6442339.44125395
"Massif_central","M4","M4",1495.580645,"Bois mort au sol","Résineux",30,"Autre","Total","4","0",683203.479717821,6442339.11083286
"Massif_central","M4","M4",1499.225806,"Souche","Indéterminé",75,NA,NA,"5","0",683211.812911946,6442365.41021992
"Massif_central","M4","M4",1512,"Souche","Résineux",80,NA,NA,"5","0",683221.26063955,6442367.38383159
"Massif_central","M4","M4",1518,"Bois mort au sol","Indéterminé",29,"Axe de pente","Partiel","3","0",683209.884123226,6442408.72996189
"Massif_central","M4","M4",1530.285714,"Bois mort au sol","Résineux",70,"Axe de pente","Partiel","4","1",683217.565605982,6442397.71398233
"Massif_central","M4","M4",1530.857143,"Bois mort au sol","Indéterminé",24,"Perpandiculaire","Partiel","5","0",683205.308654591,6442404.41087517
"Massif_central","M4","M4",1521,"Bois mort au sol","Résineux",23,"Perpandiculaire","Total","4","0",683201.681611049,6442401.644108
"Massif_central","M4","M4",1526,"Bois mort au sol","Résineux",88,"Perpandiculaire","Partiel","5","1",683201.755192056,6442399.75583986
"Massif_central","M4","M4",1527,"Bois mort au sol","Résineux",24,"Autre","Partiel","5","0",683196.082917411,6442397.2167316
"Massif_central","M4","M4",1524.571429,"Souche","Résineux",68,NA,NA,"5","0",683198.91319904,6442396.32057446
"Massif_central","M4","M4",1520.095238,"Souche","Résineux",73,NA,NA,"3","0",683196.783279109,6442394.32720219
"Massif_central","M4","M4",1515,"Bois mort au sol","Résineux",22,"Perpandiculaire","Partiel","5","0",683197.022640146,6442395.54824671
"Massif_central","M4","M4",1524.809524,"Bois mort au sol","Résineux",30,"Perpandiculaire","Partiel","3","0",683190.334356217,6442395.56633806
"Massif_central","M4","M4",1531,"Bois mort au sol","Résineux",24,"Perpandiculaire","Total","4","1",683184.525742149,6442400.80201192
"Massif_central","M4","M4",1540,"Bois mort au sol","Résineux",40,"Perpandiculaire","Total","4","0",683188.122742406,6442392.46256079
"Massif_central","M4","M4",1541,"Bois mort au sol","Résineux",27,"Autre","Total","4","0",683187.806496876,6442391.90810202
"Massif_central","M4","M4",1529.761905,"Bois mort au sol","Résineux",28,"Perpandiculaire","Partiel","2","0",683184.885806781,6442388.47305589
"Massif_central","M4","M4",1518.190476,"Bois mort au sol","Résineux",20,"Perpandiculaire","Partiel","3","0",683182.305709962,6442394.58849843
"Massif_central","M4","M4",1531,"Bois mort au sol","Feuillus",32,"Perpandiculaire","Partiel","3","0",683170.028032388,6442393.62217722
"Massif_central","M4","M4",1541.333333,"Bois mort au sol","Feuillus",27,"Axe de pente","Total","3","0",683162.834224863,6442381.31368563
"Massif_central","M4","M4",1544,"Bois mort au sol","Feuillus",46,"Axe de pente","Partiel","2","0",683160.14927272,6442377.76694927
"Massif_central","M4","M4",1536.714286,"Bois mort au sol","Feuillus",40,"Perpandiculaire","Partiel","2","0",683140.685522964,6442367.37981969
"Massif_central","M4","M4",1517.571429,"Bois mort au sol","Feuillus",31,"Axe de pente","Total","3","0",683146.160953838,6442384.35758907
"Massif_central","M4","M4",1500.142857,"Bois mort au sol","Feuillus",17,"Axe de pente","Partiel","2","0",683111.068473635,6442356.02077497
"Massif_central","M4","M4",1510.904762,"Bois mort au sol","Résineux",34,"Perpandiculaire","Total","4","1",683117.26476556,6442348.67378311
"Massif_central","M4","M4",1496.888889,"Souche","Résineux",84,NA,NA,"3","0",683125.361912286,6442345.87521394
"Massif_central","M4","M4",1515.571429,"Bois mort au sol","Feuillus",43,"Autre","Total","4","0",683091.058605163,6442347.41229103
"Massif_central","M4","M4",1512,"Bois mort au sol","Feuillus",36,"Perpandiculaire","Partiel","3","0",683089.325692829,6442346.75062978
"Massif_central","M4","M4",1517.857143,"Bois mort au sol","Feuillus",19,"Axe de pente","Total","5","0",683088.047969201,6442339.86820678
"Massif_central","M4","M4",1526.52381,"Souche","Résineux",60,NA,NA,"5","0",683082.665542486,6442328.22125324
"Massif_central","M4","M4",1525.809524,"Bois mort au sol","Feuillus",36,"Autre","Total","3","0",683086.598660487,6442327.76629384
"Massif_central","M4","M4",1526,"Bois mort au sol","Résineux",57,"Axe de pente","Total","5","0",683083.773504041,6442330.55055791
"Massif_central","M4","M4",1526,"Bois mort au sol","Feuillus",14,"Axe de pente","Partiel","5","0",683083.128590123,6442324.88810491
"Massif_central","M4","M4",1518,"Bois mort au sol","Feuillus",13,"Perpandiculaire","Total","4","0",683080.45354856,6442325.00645172
"Massif_central","M4","M4",1520,"Bois mort au sol","Indéterminé",33,"Perpandiculaire","Partiel","5","0",683079.744159486,6442324.56413184
"Massif_central","M4","M4",1518,"Bois mort au sol","Feuillus",20,"Axe de pente","Partiel","2","0",683075.881558565,6442322.02020464
"Massif_central","M4","M4",1521.952381,"Bois mort au sol","Résineux",33,"Axe de pente","Partiel","2","0",683071.336022634,6442319.28772834
"Massif_central","M4","M4",1518,"Bois mort au sol","Résineux",40,"Perpandiculaire","Partiel","4","1",683071.298510036,6442319.40885755
"Massif_central","M4","M4",1525.142857,"Bois mort au sol","Résineux",29,"Axe de pente","Total","5","0",683069.06790256,6442304.93507761
"Massif_central","M4","M4",1471.47619,"Bois mort au sol","Indéterminé",26,"Axe de pente","Partiel","4","0",683114.787498476,6442247.83537894
"Massif_central","M4","M4",1475.571429,"Souche","Résineux",77,NA,NA,"5","0",683103.815799529,6442235.31509269
"Massif_central","M4","M4",1466,"Souche","Résineux",100,NA,NA,"4","0",683117.065212949,6442246.27430839
"Massif_central","M4","M4",1471.47619,"Bois mort au sol","Résineux",58,"Perpandiculaire","Total","4","1",683126.846601619,6442255.13277306
"Massif_central","M4","M4",1471.333333,"Bois mort au sol","Résineux",34,"Perpandiculaire","Total","5","0",683124.560743571,6442253.69516285
"Massif_central","M4","M4",1449.333333,"Bois mort au sol","Feuillus",15,"Autre","Partiel","3","0",683128.565663107,6442250.68558754
"Massif_central","M4","M4",1451.571429,"Bois mort au sol","Résineux",17,"Axe de pente","Total","4","0",683137.701855824,6442253.77054851
"Massif_central","M4","M4",1448.238095,"Bois mort au sol","Feuillus",14,"Axe de pente","Total","5","0",683163.717179439,6442271.58113256
"Massif_central","M4","M4",1454,"Bois mort au sol","Résineux",33,"Perpandiculaire","Absent","3","0",683163.641501639,6442272.69196692
"Massif_central","M4","M4",1454.095238,"Bois mort au sol","Résineux",26,"Axe de pente","Total","3","0",683158.512079592,6442267.26378472
"Massif_central","M4","M4",1455,"Bois mort au sol","Indéterminé",22,"Perpandiculaire","Partiel","3","0",683158.293779114,6442273.8170893
"Massif_central","M4","M4",1460.380952,"Bois mort au sol","Indéterminé",24,"Perpandiculaire","Total","5","0",683166.075991924,6442270.90836376
"Massif_central","M4","M4",1447,"Bois mort au sol","Indéterminé",17,"Perpandiculaire","Total","5","0",683162.871482927,6442278.91357748
"Massif_central","M4","M4",1462.285714,"Bois mort au sol","Résineux",30,"Autre","Partiel","4","0",683169.954832451,6442279.44970143
"Massif_central","M4","M4",1458,"Bois mort au sol","Indéterminé",32,"Axe de pente","Partiel","3","0",683173.656136824,6442280.55030608
"Massif_central","M4","M4",1368.714286,"Souche","Résineux",63,NA,NA,"5","0",683130.36704784,6442276.55835982
"Massif_central","M4","M4",1447,"Bois mort au sol","Résineux",30,"Axe de pente","Partiel","5","1",683175.295935967,6442275.88122261
"Massif_central","M4","M4",1446.52381,"Bois mort au sol","Résineux",31,"Axe de pente","Total","4","0",683178.456654328,6442280.75943349
"Massif_central","M4","M4",1459.190476,"Bois mort au sol","Indéterminé",25,"Axe de pente","Total","4","0",683176.771846866,6442297.86768538
"Massif_central","M4","M4",1466.380952,"Souche","Résineux",60,NA,NA,"4","0",683173.055815182,6442291.32503559
"Massif_central","M4","M4",1480.952381,"Bois mort au sol","Résineux",30,"Perpandiculaire","Partiel","5","1",683173.989231908,6442287.3242425
"Massif_central","M4","M4",1470,"Bois mort au sol","Résineux",24,"Perpandiculaire","Total","4","0",683172.978932851,6442291.99162135
"Massif_central","M4","M4",1466.809524,"Souche","Résineux",120,NA,NA,"3","0",683175.954904874,6442286.76360504
"Massif_central","M4","M4",1446.9,"Bois mort au sol","Feuillus",20,"Axe de pente","Total","5","0",683179.893768279,6442288.41888476
"Massif_central","M4","M4",1454.904762,"Bois mort au sol","Résineux",33,"Axe de pente","Total","2","1",683173.915958586,6442289.32357357
"Massif_central","M4","M4",1456.047619,"Bois mort au sol","Indéterminé",32,"Axe de pente","Total","4","0",683174.30428092,6442287.43445226
"Massif_central","M4","M4",1443.952381,"Bois mort au sol","Feuillus",26,"Perpandiculaire","Partiel","4","0",683177.451763425,6442287.42592967
"Massif_central","M4","M4",1458.095238,"Bois mort au sol","Résineux",10,"Autre","Total","3","0",683193.585315038,6442288.38183542
"Massif_central","M4","M4",1462.666667,"Bois mort au sol","Résineux",40,"Autre","Total","3","0",683209.995138671,6442304.21946785
"Massif_central","M4","M4",1468.571429,"Bois mort au sol","Résineux",66,"Perpandiculaire","Total","4","1",683214.477588774,6442303.20779043
"Massif_central","M4","M4",1483.428571,"Bois mort au sol","Résineux",106,"Perpandiculaire","Total","3","1",683203.243381832,6442309.90192539
"Massif_central","M4","M4",1478.722222,"Souche","Résineux",140,NA,NA,"4","0",683204.750138941,6442314.22930604
"Massif_central","M4","M4",1487.904762,"Souche","Résineux",67,NA,NA,"5","0",683213.496067474,6442318.53712466
"Massif_central","M4","M4",1479.095238,"Bois mort au sol","Résineux",24,"Perpandiculaire","Partiel","4","0",683220.394400106,6442308.85601753
"Massif_central","M4","M4",1474.047619,"Bois mort au sol","Résineux",24,"Axe de pente","Total","3","0",683221.581000138,6442311.18513437
"Massif_central","M4","M4",1488.190476,"Bois mort au sol","Résineux",80,"Axe de pente","Total","4","0",683228.856156205,6442324.49304251
"Massif_central","M4","M4",1481,"Bois mort au sol","Feuillus",26,"Axe de pente","Total","4","1",683233.251216667,6442320.26079005
"Massif_central","M4","M4",1484.761905,"Bois mort au sol","Résineux",80,"Perpandiculaire","Total","4","0",683234.654690113,6442315.48129759
"Massif_central","M4","M4",1489.065027,"Bois mort au sol","Feuillus",50,"Axe de pente","Partiel","4","0",683213.302108425,6442421.4929587
"Massif_central","M4","M4",1475.445013,"Bois mort au sol","Feuillus",15,"Axe de pente","Partiel","2","0",683208.984618229,6442425.28076333
"Massif_central","M4","M4",1477.140045,"Bois mort au sol","Feuillus",25,"Perpandiculaire","Partiel","2","0",683202.754966767,6442420.29977196
"Massif_central","M4","M4",1478.355042,"Bois mort au sol","Résineux",25,"Autre","Partiel","4","0",683193.673402753,6442408.21847526
"Massif_central","M4","M4",1480.330035,"Bois mort au sol","Résineux",65,"Perpandiculaire","Partiel","4","1",683190.365004671,6442406.89467043
"Massif_central","M4","M4",1482.900006,"Bois mort au sol","Résineux",85,"Perpandiculaire","Partiel","4","1",683178.796424804,6442406.25960227
"Massif_central","M4","M4",1477.64505,"Bois mort au sol","Résineux",25,"Perpandiculaire","Partiel","4","0",683182.411451206,6442404.58387284
"Massif_central","M4","M4",1482.090033,"Bois mort au sol","Résineux",25,"Axe de pente","Partiel","4","1",683182.791351648,6442399.58501427
"Massif_central","M4","M4",1486.250006,"Bois mort au sol","Résineux",60,"Autre","Partiel","4","0",683180.414246507,6442393.48298948
"Massif_central","M4","M4",1481.425024,"Bois mort au sol","Résineux",20,"Axe de pente","Partiel","4","0",683171.761825443,6442394.61704715
"Massif_central","M4","M4",1472.915021,"Souche","Résineux",85,NA,NA,"5","0",683163.733174974,6442393.63923152
"Massif_central","M4","M4",1490.500024,"Bois mort au sol","Feuillus",20,"Autre","Partiel","3","0",683158.921605793,6442389.32081847
"Massif_central","M4","M4",1492.030023,"Bois mort au sol","Feuillus",40,"Axe de pente","Partiel","2","0",683154.652098465,6442381.78011528
"Massif_central","M4","M4",1488.055017,"Bois mort au sol","Feuillus",25,"Axe de pente","Partiel","2","0",683154.970154109,6442383.00094489
"Massif_central","M4","M4",1494.465045,"Bois mort au sol","Feuillus",25,"Axe de pente","Partiel","2","0",683148.664743265,6442379.13084146
"Massif_central","M4","M4",1483.920026,"Bois mort au sol","Résineux",50,"Axe de pente","Total","3","0",683096.599278453,6442359.39200944
"Massif_central","M4","M4",1482.610016,"Bois mort au sol","Feuillus",20,"Axe de pente","Absent","2","0",683089.902492089,6442356.30047042
