"M_range","Site","Plot","Z","Type","Essence","Diameter","Position","Contact","Sap_max","P_Bux","X","Y"
"Massif_central","M3","M3",1433.16129,"Bois mort au sol","Résineux",15,"Perpandiculaire","Total","5","1",683504.110740404,6443304.9957756
"Massif_central","M3","M3",1433.83871,"Bois mort au sol","Résineux",16,"Perpandiculaire","Absent","2","0",683489.796172737,6443306.58867948
"Massif_central","M3","M3",1437,"Souche","Résineux",75,NA,NA,"4","0",683493.870408613,6443300.24728177
"Massif_central","M3","M3",1441,"Souche","Résineux",110,NA,NA,"3","1",683501.94436026,6443289.11956922
"Massif_central","M3","M3",1469.645161,"Souche","Résineux",80,NA,NA,"4","0",683495.252317163,6443287.36034239
"Massif_central","M3","M3",1485.612903,"Bois mort au sol","Résineux",10,"Perpandiculaire","Partiel","3","0",683481.412415154,6443289.95156839
"Massif_central","M3","M3",1488,"Bois mort au sol","Résineux",23,"Axe de pente","Total","4","0",683480.811371439,6443300.61518135
"Massif_central","M3","M3",1475.741935,"Souche","Résineux",110,NA,NA,"4","0",683479.428019178,6443312.94681423
"Massif_central","M3","M3",1463,"Souche","Résineux",65,NA,NA,"4","0",683475.244703643,6443307.84905856
"Massif_central","M3","M3",1478.645161,"Souche","Résineux",80,NA,NA,"4","0",683466.504484613,6443305.09574744
"Massif_central","M3","M3",1480.258065,"Souche","Résineux",120,NA,NA,"4","0",683465.639955482,6443305.43123632
"Massif_central","M3","M3",1484,"Bois mort au sol","Résineux",27,"Autre","Total","4","0",683455.435975708,6443314.34341519
"Massif_central","M3","M3",1478.483871,"Souche","Résineux",50,NA,NA,"3","0",683453.99558668,6443305.24011399
"Massif_central","M3","M3",1464.580645,"Bois mort au sol","Résineux",40,"Axe de pente","Total","4","1",683448.963694467,6443306.47520727
"Massif_central","M3","M3",1474.967742,"Bois mort au sol","Résineux",22,"Axe de pente","Partiel","4","0",683444.26899523,6443316.15016749
"Massif_central","M3","M3",1474,"Souche","Résineux",120,NA,NA,"3","0",683443.646706723,6443318.81732951
"Massif_central","M3","M3",1470.064516,"Souche","Résineux",70,NA,NA,"4","0",683435.022181157,6443329.94658554
"Massif_central","M3","M3",1473.387097,"Bois mort au sol","Résineux",13,"Perpandiculaire","Total","5","0",683432.390400792,6443316.62608583
"Massif_central","M3","M3",1479,"Bois mort au sol","Résineux",13,"Autre","Total","4","1",683428.706941817,6443321.96691757
"Massif_central","M3","M3",1467.290323,"Souche","Résineux",130,NA,NA,"4","0",683431.693590295,6443320.84832491
"Massif_central","M3","M3",1468.870968,"Bois mort au sol","Résineux",30,"Autre","Total","4","1",683422.90522131,6443329.5346565
"Massif_central","M3","M3",1468.903226,"Bois mort au sol","Résineux",30,"Perpandiculaire","Total","4","1",683413.53769385,6443327.56053256
"Massif_central","M3","M3",1478.129032,"Bois mort au sol","Résineux",30,"Perpandiculaire","Total","4","1",683405.995383652,6443331.4678674
"Massif_central","M3","M3",1475.645161,"Bois mort au sol","Résineux",16,"Autre","Absent","1","0",683397.316015001,6443351.48233375
"Massif_central","M3","M3",1477.483871,"Bois mort au sol","Résineux",40,"Axe de pente","Total","4","0",683386.373555042,6443348.95714702
"Massif_central","M3","M3",1485,"Souche","Résineux",55,NA,NA,"4","0",683388.513779562,6443354.9488065
"Massif_central","M3","M3",1473.83871,"Souche","Résineux",95,NA,NA,"4","0",683378.505004511,6443348.53394451
"Massif_central","M3","M3",1471,"Souche","Résineux",60,NA,NA,"4","0",683390.735048957,6443361.82875106
"Massif_central","M3","M3",1476,"Bois mort au sol","Résineux",14,"Perpandiculaire","Total","3","1",683384.892717275,6443354.18105172
"Massif_central","M3","M3",1474.83871,"Bois mort au sol","Résineux",50,"Autre","Total","4","1",683385.644145607,6443370.39418766
"Massif_central","M3","M3",1470.290323,"Souche","Résineux",70,NA,NA,"4","0",683388.618587026,6443364.72203873
"Massif_central","M3","M3",1453.612903,"Bois mort au sol","Résineux",14,"Axe de pente","Partiel",NA,"0",683386.037809368,6443370.50419748
"Massif_central","M3","M3",1466.806452,"Souche","Résineux",70,NA,NA,"4","0",683378.044924846,6443382.409281
"Massif_central","M3","M3",1450.903226,"Souche","Résineux",80,NA,NA,"4","0",683373.65349366,6443387.75203916
"Massif_central","M3","M3",1448.741935,"Bois mort au sol","Feuillus",28,"Autre","Partiel","3","0",683375.937986412,6443388.85655174
"Massif_central","M3","M3",1452.548387,"Souche","Résineux",110,NA,NA,"4","0",683361.055976722,6443384.12070082
"Massif_central","M3","M3",1452.580645,"Souche","Résineux",70,NA,NA,"4","1",683350.28787246,6443387.9256813
"Massif_central","M3","M3",1450.870968,"Souche","Résineux",50,NA,NA,"4","0",683342.887536143,6443386.05745491
"Massif_central","M3","M3",1457.870968,"Bois mort au sol","Résineux",25,"Axe de pente","Total","3","0",683340.996104444,6443384.84083776
"Massif_central","M3","M3",1463.419355,"Bois mort au sol","Résineux",20,"Perpandiculaire","Partiel","4","0",683342.570461141,6443385.169804
"Massif_central","M3","M3",1462.870968,"Bois mort au sol","Résineux",18,"Axe de pente","Total","5","0",683338.557236338,6443384.84737842
"Massif_central","M3","M3",1460.129032,"Souche","Résineux",65,NA,NA,"4","0",683336.828809942,6443385.74051548
"Massif_central","M3","M3",1469.967742,"Souche","Résineux",80,NA,NA,"4","0",683338.098899864,6443389.95748903
"Massif_central","M3","M3",1462,"Bois mort au sol","Résineux",45,"Perpandiculaire","Total","4","1",683322.929302929,6443395.32920074
"Massif_central","M3","M3",1420,"Bois mort au sol","Résineux",21,"Perpandiculaire","Partiel","4","0",683449.56007756,6443412.20525074
"Massif_central","M3","M3",1420.571429,"Bois mort au sol","Résineux",28,"Axe de pente","Total","4","1",683450.494683467,6443408.64875681
"Massif_central","M3","M3",1421,"Souche","Résineux",60,NA,NA,"4","0",683449.863821144,6443408.09512435
"Massif_central","M3","M3",1416.952381,"Souche","Résineux",110,NA,NA,"5","0",683443.335156923,6443408.55677152
"Massif_central","M3","M3",1423,"Souche","Résineux",55,NA,NA,"4","0",683450.636348114,6443402.76206017
"Massif_central","M3","M3",1423,"Souche","Résineux",72,NA,NA,"4","0",683449.466314325,6443406.54130659
"Massif_central","M3","M3",1435,"Bois mort au sol","Résineux",40,"Axe de pente","Total","5","1",683454.425368613,6443407.52766032
"Massif_central","M3","M3",1432.952381,"Souche","Résineux",137,NA,NA,"4","1",683462.280534259,6443402.95317615
"Massif_central","M3","M3",1441.047619,"Bois mort au sol","Résineux",18,"Autre","Absent","1","0",683460.286506805,6443392.74072299
"Massif_central","M3","M3",1445,"Bois mort au sol","Résineux",22,"Autre","Absent","1","0",683460.20783374,6443392.74093246
"Massif_central","M3","M3",1443,"Souche","Résineux",94,NA,NA,"5","1",683465.379563666,6443384.95278092
"Massif_central","M3","M3",1440,"Bois mort au sol","Résineux",106,"Axe de pente","Total","4","0",683460.023578851,6443382.63472358
"Massif_central","M3","M3",1438.714286,"Souche","Résineux",90,NA,NA,"4","1",683467.341368062,6443383.0594949
"Massif_central","M3","M3",1441.142857,"Bois mort au sol","Résineux",33,"Autre","Partiel","4","0",683475.531651417,6443386.14745711
"Massif_central","M3","M3",1441.904762,"Souche","Résineux",90,NA,NA,"5","0",683474.366917317,6443391.92581218
"Massif_central","M3","M3",1444,"Bois mort au sol","Résineux",23,"Axe de pente","Total","4","0",683473.427567801,6443393.70531316
"Massif_central","M3","M3",1452.714286,"Bois mort au sol","Résineux",17,"Axe de pente","Total","3","0",683481.892068735,6443381.57697382
"Massif_central","M3","M3",1453.714286,"Bois mort au sol","Résineux",18,"Perpandiculaire","Partiel","2","0",683483.384202104,6443380.57344279
"Massif_central","M3","M3",1452,"Souche","Résineux",58,NA,NA,"5","1",683480.475065021,6443381.24755386
"Massif_central","M3","M3",1452.380952,"Souche","Résineux",50,NA,NA,"4","0",683475.521016168,6443382.14923066
"Massif_central","M3","M3",1453,"Bois mort au sol","Résineux",62,"Perpandiculaire","Total","5","0",683478.974662154,6443379.14135388
"Massif_central","M3","M3",1453.571429,"Bois mort au sol","Résineux",17,"Axe de pente","Total","2","0",683484.789690769,6443376.57145137
"Massif_central","M3","M3",1436.857143,"Souche","Résineux",69,NA,NA,"5","0",683493.777624829,6443383.76663453
"Massif_central","M3","M3",1441.952381,"Bois mort au sol","Résineux",35,"Axe de pente","Total","4","0",683498.257570743,6443382.08879323
"Massif_central","M3","M3",1439,"Souche","Résineux",62,NA,NA,"4","0",683500.208176728,6443375.97516734
"Massif_central","M3","M3",1448,"Souche","Résineux",122,NA,NA,"3","1",683507.11491306,6443369.73731935
"Massif_central","M3","M3",1451.380952,"Souche","Résineux",110,NA,NA,"5","0",683506.237121451,6443365.07501922
"Massif_central","M3","M3",1458,"Souche","Résineux",84,NA,NA,"4","0",683507.489409368,6443362.6283165
"Massif_central","M3","M3",1461,"Souche","Résineux",78,NA,NA,"4","1",683507.028868214,6443366.96098194
"Massif_central","M3","M3",1462,"Bois mort au sol","Résineux",13,"Autre","Total","4","1",683509.139487984,6443361.84649758
"Massif_central","M3","M3",1461,"Bois mort au sol","Résineux",14,"Autre","Total","2","0",683507.651768681,6443364.51595026
"Massif_central","M3","M3",1449.428571,"Bois mort au sol","Résineux",64,"Axe de pente","Total","4","0",683514.436250819,6443371.49488837
"Massif_central","M3","M3",1447.52381,"Souche","Résineux",128,NA,NA,"3","1",683515.852665529,6443371.60219239
"Massif_central","M3","M3",1440,"Bois mort au sol","Résineux",51,"Perpandiculaire","Total","4","1",683525.974724058,6443361.46864215
"Massif_central","M3","M3",1435,"Bois mort au sol","Résineux",20,"Perpandiculaire","Total","2","1",683526.196607653,6443356.13704725
"Massif_central","M3","M3",1442,"Bois mort au sol","Résineux",21,"Axe de pente","Total","3","1",683522.277365992,6443361.58951077
"Massif_central","M3","M3",1443.714286,"Bois mort au sol","Résineux",23,"Autre","Total","5","0",683522.11000303,6443357.81382509
"Massif_central","M3","M3",1437,"Bois mort au sol","Résineux",22,"Perpandiculaire","Total","3","1",683517.855740345,6443355.60385817
"Massif_central","M3","M3",1441.857143,"Bois mort au sol","Résineux",21,"Axe de pente","Total","5","0",683527.773612078,6443357.46561715
"Massif_central","M3","M3",1435.47619,"Souche","Résineux",124,NA,NA,"4","0",683533.574256271,6443349.45372922
"Massif_central","M3","M3",1432,"Souche","Résineux",139,NA,NA,"3","0",683534.827146844,6443347.22915564
"Massif_central","M3","M3",1423.095238,"Bois mort au sol","Résineux",89,"Perpandiculaire","Total","4","0",683521.826552915,6443339.9334922
"Massif_central","M3","M3",1421,"Bois mort au sol","Résineux",33,"Axe de pente","Total","5","0",683530.953000446,6443340.02035346
"Massif_central","M3","M3",1423,"Souche","Résineux",109,NA,NA,"4","0",683529.230423258,6443343.13467425
"Massif_central","M3","M3",1428,"Bois mort au sol","Résineux",46,"Perpandiculaire","Total","4","0",683538.403166977,6443331.00453326
"Massif_central","M3","M3",1445,"Souche","Résineux",123,NA,NA,"5","0",683542.264952707,6443333.54874207
"Massif_central","M3","M3",1435,"Souche","Résineux",70,NA,NA,"5","0",683543.678727743,6443332.65649569
"Massif_central","M3","M3",1427.285714,"Bois mort au sol","Résineux",55,"Axe de pente","Total","4","1",683547.045818565,6443326.65019452
"Massif_central","M3","M3",1432.619048,"Souche","Résineux",98,NA,NA,"4","0",683541.948492047,6443332.8832046
"Massif_central","M3","M3",1460.285714,"Bois mort au sol","Résineux",22,"Perpandiculaire","Total","3","0",683470.200169773,6443274.76580783
"Massif_central","M3","M3",1470,"Souche","Résineux",115,NA,NA,"4","0",683466.742036097,6443276.10776212
"Massif_central","M3","M3",1478.190476,"Souche","Résineux",80,NA,NA,"4","0",683463.802956068,6443295.1072991
"Massif_central","M3","M3",1494.809524,"Souche","Indéterminé",25,NA,NA,"4","0",683467.949049678,6443286.21125181
"Massif_central","M3","M3",1495,"Bois mort au sol","Résineux",16,"Axe de pente","Partiel","3","0",683468.971225986,6443285.98640639
"Massif_central","M3","M3",1491.095238,"Bois mort au sol","Résineux",23,"Perpandiculaire","Total","5","0",683457.803599148,6443287.57101074
"Massif_central","M3","M3",1489,"Bois mort au sol","Résineux",32,"Autre","Total","5","0",683458.773715179,6443297.34194127
"Massif_central","M3","M3",1460,"Bois mort au sol","Résineux",37,"Perpandiculaire","Total","4","0",683455.447803922,6443289.24322405
"Massif_central","M3","M3",1461,"Souche","Résineux",56,NA,NA,"4","0",683446.389892872,6443285.38016052
"Massif_central","M3","M3",1457,"Bois mort au sol","Résineux",59,"Perpandiculaire","Total","3","0",683444.507330187,6443287.49536765
"Massif_central","M3","M3",1456,"Souche","Résineux",55,NA,NA,"4","0",683445.221910905,6443289.93684183
"Massif_central","M3","M3",1476.333333,"Bois mort au sol","Résineux",25,"Axe de pente","Total","3","0",683439.267528745,6443299.28197519
"Massif_central","M3","M3",1473,"Bois mort au sol","Résineux",68,"Axe de pente","Total","4","0",683440.142419151,6443302.83364791
"Massif_central","M3","M3",1471,"Bois mort au sol","Résineux",35,"Perpandiculaire","Total","4","0",683438.886888722,6443304.05868404
"Massif_central","M3","M3",1476.333333,"Souche","Résineux",92,NA,NA,"5","0",683439.691394246,6443310.72029855
"Massif_central","M3","M3",1471.619048,"Bois mort au sol","Résineux",22,"Axe de pente","Total","3","1",683435.771014977,6443315.72856977
"Massif_central","M3","M3",1457.857143,"Bois mort au sol","Résineux",60,"Perpandiculaire","Total","3","0",683435.43529311,6443307.84401666
"Massif_central","M3","M3",1459.904762,"Bois mort au sol","Résineux",10,"Axe de pente","Partiel","3","1",683432.925125179,6443310.62727662
"Massif_central","M3","M3",1461.380952,"Bois mort au sol","Résineux",42,"Axe de pente","Total","4","1",683433.23508278,6443308.84944759
"Massif_central","M3","M3",1477.47619,"Bois mort au sol","Résineux",40,"Perpandiculaire","Total","4","0",683429.390122885,6443312.63583257
"Massif_central","M3","M3",1482,"Bois mort au sol","Résineux",12,"Axe de pente","Total","5","1",683422.887439605,6443322.87094503
"Massif_central","M3","M3",1475.285714,"Souche","Résineux",59,NA,NA,"4","1",683424.30327436,6443322.75610447
"Massif_central","M3","M3",1482.666667,"Souche","Résineux",57,NA,NA,"4","0",683417.936613345,6443324.99434831
"Massif_central","M3","M3",1481.714286,"Souche","Résineux",124,NA,NA,"5","0",683409.654496421,6443317.01994992
"Massif_central","M3","M3",1484,"Bois mort au sol","Résineux",11,"Perpandiculaire","Partiel","2","0",683399.727592753,6443341.2581258
"Massif_central","M3","M3",1484.52381,"Souche","Résineux",93,NA,NA,"4","0",683398.779649837,6443339.81684454
"Massif_central","M3","M3",1483.285714,"Souche","Résineux",87,NA,NA,"5","1",683388.873292612,6443342.28670369
"Massif_central","M3","M3",1485.380952,"Souche","Résineux",90,NA,NA,"5","0",683383.139024454,6443345.6339187
"Massif_central","M3","M3",1487.761905,"Souche","Résineux",70,NA,NA,"4","0",683380.460554517,6443344.30833202
"Massif_central","M3","M3",1479,"Souche","Résineux",55,NA,NA,"4","0",683375.838125792,6443351.53977198
"Massif_central","M3","M3",1475,"Bois mort au sol","Résineux",20,"Axe de pente","Total","4","0",683378.513027734,6443351.53261445
"Massif_central","M3","M3",1476.904762,"Bois mort au sol","Résineux",33,"Autre","Total",NA,"1",683377.108196082,6443355.75675384
"Massif_central","M3","M3",1477.142857,"Souche","Résineux",114,NA,NA,"4","0",683380.3308397,6443354.63750502
"Massif_central","M3","M3",1479,"Souche","Résineux",82,NA,NA,"3","1",683372.708720704,6443358.10084312
"Massif_central","M3","M3",1463.571429,"Souche","Résineux",90,NA,NA,"5","1",683368.701426682,6443359.99963499
"Massif_central","M3","M3",1459,"Bois mort au sol","Résineux",67,"Axe de pente","Total","4","0",683362.808054244,6443362.68091881
"Massif_central","M3","M3",1465.952381,"Souche","Résineux",57,NA,NA,"5","0",683375.25421107,6443368.53391887
"Massif_central","M3","M3",1468.380952,"Souche","Résineux",70,NA,NA,"4","0",683367.527568912,6443362.33509322
"Massif_central","M3","M3",1463,"Bois mort au sol","Résineux",34,"Axe de pente","Total","5","1",683362.265668658,6443365.79212539
"Massif_central","M3","M3",1456.571429,"Bois mort au sol","Résineux",28,"Axe de pente","Total","3","1",683362.914686702,6443373.1205215
"Massif_central","M3","M3",1453.142857,"Bois mort au sol","Résineux",20,"Axe de pente","Partiel","3","0",683369.690997682,6443376.98956982
"Massif_central","M3","M3",1451.809524,"Souche","Résineux",90,NA,NA,"5","0",683360.494257748,6443380.01288777
"Massif_central","M3","M3",1457.142857,"Bois mort au sol","Résineux",24,"Axe de pente","Total","4","0",683361.762548,6443383.56349518
"Massif_central","M3","M3",1457.809524,"Souche","Résineux",60,NA,NA,"4","0",683361.362935342,6443381.23225009
"Massif_central","M3","M3",1448,"Souche","Résineux",82,NA,NA,"4","0",683347.23696415,6443365.05495518
"Massif_central","M3","M3",1481.857143,"Souche","Résineux",55,NA,NA,"5","0",683340.589931683,6443380.06623353
"Massif_central","M3","M3",1465,"Souche","Résineux",70,NA,NA,"4","0",683339.474209469,6443374.73821897
